"text","line_number","section","chapter_number","paragraph_number"
"",5543,"text",32,703
"“It is not my intention, were it in my power, to enter into the inquiry",5544,"text",32,703
"as to the true method of dividing the cetacea into groups and families.",5545,"text",32,703
"* * * Utter confusion exists among the historians of this animal”",5546,"text",32,703
"(sperm whale), says Surgeon Beale, A.D. 1839.",5547,"text",32,703
"",5548,"text",32,704
"“Unfitness to pursue our research in the unfathomable waters.”",5549,"text",32,704
"Impenetrable veil covering our knowledge of the cetacea. “A field",5550,"text",32,704
"strewn with thorns.” “All these incomplete indications but serve to",5551,"text",32,704
"torture us naturalists.”",5552,"text",32,704
"",5553,"text",32,705
"Thus speak of the whale, the great Cuvier, and John Hunter, and Lesson,",5554,"text",32,705
"those lights of zoology and anatomy. Nevertheless, though of real",5555,"text",32,705
"knowledge there be little, yet of books there are a plenty; and so in",5556,"text",32,705
"some small degree, with cetology, or the science of whales. Many are",5557,"text",32,705
"the men, small and great, old and new, landsmen and seamen, who have at",5558,"text",32,705
"large or in little, written of the whale. Run over a few:—The Authors",5559,"text",32,705
"of the Bible; Aristotle; Pliny; Aldrovandi; Sir Thomas Browne; Gesner;",5560,"text",32,705
"Ray; Linnæus; Rondeletius; Willoughby; Green; Artedi; Sibbald; Brisson;",5561,"text",32,705
"Marten; Lacépède; Bonneterre; Desmarest; Baron Cuvier; Frederick",5562,"text",32,705
"Cuvier; John Hunter; Owen; Scoresby; Beale; Bennett; J. Ross Browne;",5563,"text",32,705
"the Author of Miriam Coffin; Olmstead; and the Rev. T. Cheever. But to",5564,"text",32,705
"what ultimate generalizing purpose all these have written, the above",5565,"text",32,705
"cited extracts will show.",5566,"text",32,705
"",5567,"text",32,706
"Of the names in this list of whale authors, only those following Owen",5568,"text",32,706
"ever saw living whales; and but one of them was a real professional",5569,"text",32,706
"harpooneer and whaleman. I mean Captain Scoresby. On the separate",5570,"text",32,706
"subject of the Greenland or right-whale, he is the best existing",5571,"text",32,706
"authority. But Scoresby knew nothing and says nothing of the great",5572,"text",32,706
"sperm whale, compared with which the Greenland whale is almost unworthy",5573,"text",32,706
"mentioning. And here be it said, that the Greenland whale is an usurper",5574,"text",32,706
"upon the throne of the seas. He is not even by any means the largest of",5575,"text",32,706
"the whales. Yet, owing to the long priority of his claims, and the",5576,"text",32,706
"profound ignorance which, till some seventy years back, invested the",5577,"text",32,706
"then fabulous and utterly unknown sperm-whale, and which ignorance to",5578,"text",32,706
"this present day still reigns in all but some few scientific retreats",5579,"text",32,706
"and whale-ports; this usurpation has been every way complete. Reference",5580,"text",32,706
"to nearly all the leviathanic allusions in the great poets of past",5581,"text",32,706
"days, will satisfy you that the Greenland whale, without one rival, was",5582,"text",32,706
"to them the monarch of the seas. But the time has at last come for a",5583,"text",32,706
"new proclamation. This is Charing Cross; hear ye! good people all,—the",5584,"text",32,706
"Greenland whale is deposed,—the great sperm whale now reigneth!",5585,"text",32,706
"",5586,"text",32,707
"There are only two books in being which at all pretend to put the",5587,"text",32,707
"living sperm whale before you, and at the same time, in the remotest",5588,"text",32,707
"degree succeed in the attempt. Those books are Beale’s and Bennett’s;",5589,"text",32,707
"both in their time surgeons to English South-Sea whale-ships, and both",5590,"text",32,707
"exact and reliable men. The original matter touching the sperm whale to",5591,"text",32,707
"be found in their volumes is necessarily small; but so far as it goes,",5592,"text",32,707
"it is of excellent quality, though mostly confined to scientific",5593,"text",32,707
"description. As yet, however, the sperm whale, scientific or poetic,",5594,"text",32,707
"lives not complete in any literature. Far above all other hunted",5595,"text",32,707
"whales, his is an unwritten life.",5596,"text",32,707
"",5597,"text",32,708
"Now the various species of whales need some sort of popular",5598,"text",32,708
"comprehensive classification, if only an easy outline one for the",5599,"text",32,708
"present, hereafter to be filled in all its departments by subsequent",5600,"text",32,708
"laborers. As no better man advances to take this matter in hand, I",5601,"text",32,708
"hereupon offer my own poor endeavors. I promise nothing complete;",5602,"text",32,708
"because any human thing supposed to be complete, must for that very",5603,"text",32,708
"reason infallibly be faulty. I shall not pretend to a minute anatomical",5604,"text",32,708
"description of the various species, or—in this place at least—to much",5605,"text",32,708
"of any description. My object here is simply to project the draught of",5606,"text",32,708
"a systematization of cetology. I am the architect, not the builder.",5607,"text",32,708
"",5608,"text",32,709
"But it is a ponderous task; no ordinary letter-sorter in the",5609,"text",32,709
"Post-office is equal to it. To grope down into the bottom of the sea",5610,"text",32,709
"after them; to have one’s hands among the unspeakable foundations,",5611,"text",32,709
"ribs, and very pelvis of the world; this is a fearful thing. What am I",5612,"text",32,709
"that I should essay to hook the nose of this leviathan! The awful",5613,"text",32,709
"tauntings in Job might well appal me. “Will he (the leviathan) make a",5614,"text",32,709
"covenant with thee? Behold the hope of him is vain!” But I have swam",5615,"text",32,709
"through libraries and sailed through oceans; I have had to do with",5616,"text",32,709
"whales with these visible hands; I am in earnest; and I will try. There",5617,"text",32,709
"are some preliminaries to settle.",5618,"text",32,709
"",5619,"text",32,710
"First: the uncertain, unsettled condition of this science of Cetology",5620,"text",32,710
"is in the very vestibule attested by the fact, that in some quarters it",5621,"text",32,710
"still remains a moot point whether a whale be a fish. In his System of",5622,"text",32,710
"Nature, A.D. 1776, Linnæus declares, “I hereby separate the whales from",5623,"text",32,710
"the fish.” But of my own knowledge, I know that down to the year 1850,",5624,"text",32,710
"sharks and shad, alewives and herring, against Linnæus’s express edict,",5625,"text",32,710
"were still found dividing the possession of the same seas with the",5626,"text",32,710
"Leviathan.",5627,"text",32,710
"",5628,"text",32,711
"The grounds upon which Linnæus would fain have banished the whales from",5629,"text",32,711
"the waters, he states as follows: “On account of their warm bilocular",5630,"text",32,711
"heart, their lungs, their movable eyelids, their hollow ears, penem",5631,"text",32,711
"intrantem feminam mammis lactantem,” and finally, “ex lege naturæ jure",5632,"text",32,711
"meritoque.” I submitted all this to my friends Simeon Macey and Charley",5633,"text",32,711
"Coffin, of Nantucket, both messmates of mine in a certain voyage, and",5634,"text",32,711
"they united in the opinion that the reasons set forth were altogether",5635,"text",32,711
"insufficient. Charley profanely hinted they were humbug.",5636,"text",32,711
"",5637,"text",32,712
"Be it known that, waiving all argument, I take the good old fashioned",5638,"text",32,712
"ground that the whale is a fish, and call upon holy Jonah to back me.",5639,"text",32,712
"This fundamental thing settled, the next point is, in what internal",5640,"text",32,712
"respect does the whale differ from other fish. Above, Linnæus has given",5641,"text",32,712
"you those items. But in brief, they are these: lungs and warm blood;",5642,"text",32,712
"whereas, all other fish are lungless and cold blooded.",5643,"text",32,712
"",5644,"text",32,713
"Next: how shall we define the whale, by his obvious externals, so as",5645,"text",32,713
"conspicuously to label him for all time to come? To be short, then, a",5646,"text",32,713
"whale is _a spouting fish with a horizontal tail._ There you have him.",5647,"text",32,713
"However contracted, that definition is the result of expanded",5648,"text",32,713
"meditation. A walrus spouts much like a whale, but the walrus is not a",5649,"text",32,713
"fish, because he is amphibious. But the last term of the definition is",5650,"text",32,713
"still more cogent, as coupled with the first. Almost any one must have",5651,"text",32,713
"noticed that all the fish familiar to landsmen have not a flat, but a",5652,"text",32,713
"vertical, or up-and-down tail. Whereas, among spouting fish the tail,",5653,"text",32,713
"though it may be similarly shaped, invariably assumes a horizontal",5654,"text",32,713
"position.",5655,"text",32,713
"",5656,"text",32,714
"By the above definition of what a whale is, I do by no means exclude",5657,"text",32,714
"from the leviathanic brotherhood any sea creature hitherto identified",5658,"text",32,714
"with the whale by the best informed Nantucketers; nor, on the other",5659,"text",32,714
"hand, link with it any fish hitherto authoritatively regarded as",5660,"text",32,714
"alien[3]. Hence, all the smaller, spouting, and horizontal tailed fish",5661,"text",32,714
"must be included in this ground-plan of Cetology. Now, then, come the",5662,"text",32,714
"grand divisions of the entire whale host.",5663,"text",32,714
"",5664,"text",32,715
"  [3] I am aware that down to the present time, the fish styled",5665,"text",32,715
"  Lamatins and Dugongs (Pig-fish and Sow-fish of the Coffins of",5666,"text",32,715
"  Nantucket) are included by many naturalists among the whales. But as",5667,"text",32,715
"  these pig-fish are a nosy, contemptible set, mostly lurking in the",5668,"text",32,715
"  mouths of rivers, and feeding on wet hay, and especially as they do",5669,"text",32,715
"  not spout, I deny their credentials as whales; and have presented",5670,"text",32,715
"  them with their passports to quit the Kingdom of Cetology.",5671,"text",32,715
"",5672,"text",32,716
"First: According to magnitude I divide the whales into three primary",5673,"text",32,716
